spatial,temporal,interest,observation,reference
Veracruz de Ignacio de la Llave.Total,2020,Mujeres.Total.U,74.6854880771741,100k
Yucatan.Total,2020,Hombres.Total.U,181.0519351161645,100k
Yucatan.Total,2020,Mujeres.Total.U,99.5892597082087,100k
Zacatecas.Total,2020,Hombres.Total.U,172.9383272125053,100k
Zacatecas.Total,2020,Mujeres.Total.U,108.65500208225929,100k
Aguascalientes.Total,2021,Hombres.Total.U,181.30618675934048,100k
Aguascalientes.Total,2021,Mujeres.Total.U,126.09553974314474,100k
Baja California.Total,2021,Hombres.Total.U,186.7493190243881,100k
Baja California.Total,2021,Mujeres.Total.U,115.71875255401244,100k
Baja California Sur.Total,2021,Hombres.Total.U,302.7528213782325,100k
Baja California Sur.Total,2021,Mujeres.Total.U,196.58964017163217,100k
Campeche.Total,2021,Hombres.Total.U,181.1947316289228,100k
Campeche.Total,2021,Mujeres.Total.U,120.56697592744202,100k
Coahuila de Zaragoza.Total,2021,Hombres.Total.U,164.73542715607252,100k
Coahuila de Zaragoza.Total,2021,Mujeres.Total.U,118.7145072063559,100k
Colima.Total,2021,Hombres.Total.U,259.40598547830183,100k
Colima.Total,2021,Mujeres.Total.U,163.67470963356857,100k
Chiapas.Total,2021,Hombres.Total.U,66.48409921960331,100k
Chiapas.Total,2021,Mujeres.Total.U,41.31883526008641,100k
Chihuahua.Total,2021,Hombres.Total.U,117.682212783329,100k
Chihuahua.Total,2021,Mujeres.Total.U,91.54670535186584,100k
Ciudad de Mexico.Total,2021,Hombres.Total.U,607.6640476603632,100k
Ciudad de Mexico.Total,2021,Mujeres.Total.U,342.39929466893074,100k
Durango.Total,2021,Hombres.Total.U,127.40786334645792,100k
Durango.Total,2021,Mujeres.Total.U,102.26907548546409,100k
Guanajuato.Total,2021,Hombres.Total.U,194.9250273286848,100k
Guanajuato.Total,2021,Mujeres.Total.U,128.80955421949955,100k
Guerrero.Total,2021,Hombres.Total.U,228.8789492175887,100k
Guerrero.Total,2021,Mujeres.Total.U,134.1838688801722,100k
Hidalgo.Total,2021,Hombres.Total.U,248.9350302117208,100k
Hidalgo.Total,2021,Mujeres.Total.U,140.95061707733873,100k
Jalisco.Total,2021,Hombres.Total.U,241.51288506719789,100k
Jalisco.Total,2021,Mujeres.Total.U,152.1913039115395,100k
Mexico.Total,2021,Hombres.Total.U,223.3968199817892,100k
Mexico.Total,2021,Mujeres.Total.U,126.4684209930026,100k
Michoacan de Ocampo.Total,2021,Hombres.Total.U,237.2249255497256,100k
Michoacan de Ocampo.Total,2021,Mujeres.Total.U,146.46586483785367,100k
Morelos.Total,2021,Hombres.Total.U,378.573573888202,100k
Morelos.Total,2021,Mujeres.Total.U,203.2308052738394,100k
Nayarit.Total,2021,Hombres.Total.U,216.52943437427743,100k
Nayarit.Total,2021,Mujeres.Total.U,141.01629725806748,100k
Nuevo Leon.Total,2021,Hombres.Total.U,235.9411090428724,100k
Nuevo Leon.Total,2021,Mujeres.Total.U,157.03984635617988,100k
Oaxaca.Total,2021,Hombres.Total.U,210.0564986448129,100k
Oaxaca.Total,2021,Mujeres.Total.U,116.72489064830086,100k
Puebla.Total,2021,Hombres.Total.U,254.5815176184672,100k
Puebla.Total,2021,Mujeres.Total.U,144.908272542228,100k
Querétaro.Total,2021,Hombres.Total.U,269.4972473343112,100k
Querétaro.Total,2021,Mujeres.Total.U,155.84128347886744,100k
Quintana Roo.Total,2021,Hombres.Total.U,184.14196817054892,100k
Quintana Roo.Total,2021,Mujeres.Total.U,109.58263459120288,100k
San Luis Potosi.Total,2021,Hombres.Total.U,191.4952534454235,100k
San Luis Potosi.Total,2021,Mujeres.Total.U,123.87337839255676,100k
Sinaloa.Total,2021,Hombres.Total.U,201.39693418565847,100k
Sinaloa.Total,2021,Mujeres.Total.U,150.0798177307782,100k
Sonora.Total,2021,Hombres.Total.U,175.1007734695171,100k
Sonora.Total,2021,Mujeres.Total.U,132.3037925169742,100k
Tabasco.Total,2021,Hombres.Total.U,146.52615784969933,100k
Tabasco.Total,2021,Mujeres.Total.U,99.01342628120874,100k
Tamaulipas.Total,2021,Hombres.Total.U,162.3782643995275,100k
Tamaulipas.Total,2021,Mujeres.Total.U,111.48056292846648,100k
Tlaxcala.Total,2021,Hombres.Total.U,193.91184435303424,100k
Tlaxcala.Total,2021,Mujeres.Total.U,123.29818449714053,100k
Veracruz de Ignacio de la Llave.Total,2021,Hombres.Total.U,164.60482724051525,100k
Veracruz de Ignacio de la Llave.Total,2021,Mujeres.Total.U,111.99046712533524,100k
Yucatan.Total,2021,Hombres.Total.U,216.72096552926712,100k
Yucatan.Total,2021,Mujeres.Total.U,139.8375918276911,100k
Zacatecas.Total,2021,Hombres.Total.U,143.78467971204236,100k
Zacatecas.Total,2021,Mujeres.Total.U,99.79361929905524,100k
Aguascalientes.Total,2022,Hombres.Total.U,60.82926425556567,100k
Aguascalientes.Total,2022,Mujeres.Total.U,34.81152904285701,100k
Baja California.Total,2022,Hombres.Total.U,51.63335289871784,100k
Baja California.Total,2022,Mujeres.Total.U,36.79081701207379,100k
Baja California Sur.Total,2022,Hombres.Total.U,63.97140102072015,100k
Baja California Sur.Total,2022,Mujeres.Total.U,40.29341372597566,100k
Campeche.Total,2022,Hombres.Total.U,22.707385968793005,100k
Campeche.Total,2022,Mujeres.Total.U,15.314639263672143,100k
Coahuila de Zaragoza.Total,2022,Hombres.Total.U,48.9448914528617,100k
Coahuila de Zaragoza.Total,2022,Mujeres.Total.U,36.76492782845448,100k
Colima.Total,2022,Hombres.Total.U,41.921024758209946,100k
Colima.Total,2022,Mujeres.Total.U,23.64671803259306,100k
Chiapas.Total,2022,Hombres.Total.U,7.600379671934296,100k
Chiapas.Total,2022,Mujeres.Total.U,4.21634847622162,100k
Chihuahua.Total,2022,Hombres.Total.U,49.193908510807006,100k
Chihuahua.Total,2022,Mujeres.Total.U,35.73116038735035,100k
Ciudad de Mexico.Total,2022,Hombres.Total.U,79.54130867832511,100k
Ciudad de Mexico.Total,2022,Mujeres.Total.U,48.09269563710474,100k
Durango.Total,2022,Hombres.Total.U,39.29344408105127,100k
Durango.Total,2022,Mujeres.Total.U,27.19780590524575,100k
Guanajuato.Total,2022,Hombres.Total.U,34.43414623401225,100k
Guanajuato.Total,2022,Mujeres.Total.U,21.701000897015803,100k
Guerrero.Total,2022,Hombres.Total.U,28.74699054942685,100k
Guerrero.Total,2022,Mujeres.Total.U,14.588429847822136,100k
Hidalgo.Total,2022,Hombres.Total.U,27.02734616388805,100k
Hidalgo.Total,2022,Mujeres.Total.U,15.877891048241205,100k
Jalisco.Total,2022,Hombres.Total.U,45.52819812508109,100k
Jalisco.Total,2022,Mujeres.Total.U,27.20087779211718,100k
Mexico.Total,2022,Hombres.Total.U,22.998746297685543,100k
Mexico.Total,2022,Mujeres.Total.U,13.477269841786752,100k
Michoacan de Ocampo.Total,2022,Hombres.Total.U,26.032488882571187,100k
Michoacan de Ocampo.Total,2022,Mujeres.Total.U,15.649109533811831,100k
Morelos.Total,2022,Hombres.Total.U,47.8123857787788,100k
Morelos.Total,2022,Mujeres.Total.U,27.11686249514273,100k
Nayarit.Total,2022,Hombres.Total.U,35.96899412254546,100k
Nayarit.Total,2022,Mujeres.Total.U,22.21473335519545,100k
Nuevo Leon.Total,2022,Hombres.Total.U,45.133864122399984,100k
Nuevo Leon.Total,2022,Mujeres.Total.U,31.53782821979889,100k
Oaxaca.Total,2022,Hombres.Total.U,31.013633055455163,100k
Oaxaca.Total,2022,Mujeres.Total.U,15.564466735658424,100k
Puebla.Total,2022,Hombres.Total.U,20.89577115272432,100k
Puebla.Total,2022,Mujeres.Total.U,13.37719291950346,100k
Querétaro.Total,2022,Hombres.Total.U,50.54225478625698,100k
Querétaro.Total,2022,Mujeres.Total.U,28.61026874411796,100k
Quintana Roo.Total,2022,Hombres.Total.U,24.99782507909554,100k
Quintana Roo.Total,2022,Mujeres.Total.U,14.817575440542234,100k
San Luis Potosi.Total,2022,Hombres.Total.U,39.43885354992014,100k
San Luis Potosi.Total,2022,Mujeres.Total.U,22.92794573674684,100k
Sinaloa.Total,2022,Hombres.Total.U,30.71366883881605,100k
Sinaloa.Total,2022,Mujeres.Total.U,22.86651963515197,100k
Sonora.Total,2022,Hombres.Total.U,46.6731923888171,100k
Sonora.Total,2022,Mujeres.Total.U,31.336336820132587,100k
Tabasco.Total,2022,Hombres.Total.U,21.664817419751195,100k
Tabasco.Total,2022,Mujeres.Total.U,18.364825886458902,100k
Tamaulipas.Total,2022,Hombres.Total.U,46.05842981137327,100k
Tamaulipas.Total,2022,Mujeres.Total.U,31.564024050506703,100k
Tlaxcala.Total,2022,Hombres.Total.U,19.34303490763337,100k
Tlaxcala.Total,2022,Mujeres.Total.U,6.914118353112321,100k
Veracruz de Ignacio de la Llave.Total,2022,Hombres.Total.U,23.5897879139584,100k
Veracruz de Ignacio de la Llave.Total,2022,Mujeres.Total.U,14.799666940018165,100k
Yucatan.Total,2022,Hombres.Total.U,42.09732761232412,100k
Yucatan.Total,2022,Mujeres.Total.U,27.623697039660467,100k
Zacatecas.Total,2022,Hombres.Total.U,40.99660331083746,100k
Zacatecas.Total,2022,Mujeres.Total.U,29.42739865285324,100k
Aguascalientes.Total,2020,Total.>65.U,117.114,100k
Baja California.Total,2020,Total.>65.U,133.008,100k
Baja California Sur.Total,2020,Total.>65.U,72.679,100k
Campeche.Total,2020,Total.>65.U,85.567,100k
Coahuila de Zaragoza.Total,2020,Total.>65.U,115.249,100k
Colima.Total,2020,Total.>65.U,77.621,100k
Chiapas.Total,2020,Total.>65.U,33.751,100k
Chihuahua.Total,2020,Total.>65.U,103.781,100k
Ciudad de Mexico.Total,2020,Total.>65.U,149.654,100k
Durango.Total,2020,Total.>65.U,87.773,100k
Guanajuato.Total,2020,Total.>65.U,71.488,100k
Guerrero.Total,2020,Total.>65.U,68.698,100k
Hidalgo.Total,2020,Total.>65.U,65.7,100k
Jalisco.Total,2020,Total.>65.U,65.932,100k
Mexico.Total,2020,Total.>65.U,75.674,100k
Michoacan de Ocampo.Total,2020,Total.>65.U,43.633,100k
Morelos.Total,2020,Total.>65.U,68.137,100k
Nayarit.Total,2020,Total.>65.U,66.439,100k
Nuevo Leon.Total,2020,Total.>65.U,90.713,100k
Oaxaca.Total,2020,Total.>65.U,37.344,100k
Puebla.Total,2020,Total.>65.U,61.466,100k
Querétaro.Total,2020,Total.>65.U,76.162,100k
Quintana Roo.Total,2020,Total.>65.U,113.634,100k
San Luis Potosi.Total,2020,Total.>65.U,71.753,100k
Sinaloa.Total,2020,Total.>65.U,100.222,100k
Sonora.Total,2020,Total.>65.U,119.834,100k
Tabasco.Total,2020,Total.>65.U,89.339,100k
Tamaulipas.Total,2020,Total.>65.U,64.635,100k
Tlaxcala.Total,2020,Total.>65.U,51.818,100k
Veracruz de Ignacio de la Llave.Total,2020,Total.>65.U,49.86,100k
Yucatan.Total,2020,Total.>65.U,80.623,100k
Zacatecas.Total,2020,Total.>65.U,80.136,100k
Aguascalientes.Total,2021,Total.>65.U,101.065,100k
Baja California.Total,2021,Total.>65.U,91.831,100k
Baja California Sur.Total,2021,Total.>65.U,123.405,100k
Campeche.Total,2021,Total.>65.U,92.918,100k
Coahuila de Zaragoza.Total,2021,Total.>65.U,85.387,100k
Colima.Total,2021,Total.>65.U,124.752,100k
Chiapas.Total,2021,Total.>65.U,38.771,100k
Chihuahua.Total,2021,Total.>65.U,59.819,100k
Ciudad de Mexico.Total,2021,Total.>65.U,165.277,100k
Durango.Total,2021,Total.>65.U,62.9,100k
Guanajuato.Total,2021,Total.>65.U,97.966,100k
Guerrero.Total,2021,Total.>65.U,108.904,100k
Hidalgo.Total,2021,Total.>65.U,85.416,100k
Jalisco.Total,2021,Total.>65.U,117.905,100k
Mexico.Total,2021,Total.>65.U,79.65,100k
Michoacan de Ocampo.Total,2021,Total.>65.U,105.066,100k
Morelos.Total,2021,Total.>65.U,141.916,100k
Nayarit.Total,2021,Total.>65.U,105.762,100k
Nuevo Leon.Total,2021,Total.>65.U,102.631,100k
Oaxaca.Total,2021,Total.>65.U,79.5,100k
Puebla.Total,2021,Total.>65.U,96.359,100k
Querétaro.Total,2021,Total.>65.U,113.938,100k
Quintana Roo.Total,2021,Total.>65.U,91.055,100k
San Luis Potosi.Total,2021,Total.>65.U,76.301,100k
Sinaloa.Total,2021,Total.>65.U,85.221,100k
Sonora.Total,2021,Total.>65.U,89.821,100k
Tabasco.Total,2021,Total.>65.U,68.542,100k
Tamaulipas.Total,2021,Total.>65.U,65.626,100k
Tlaxcala.Total,2021,Total.>65.U,79.475,100k
Veracruz de Ignacio de la Llave.Total,2021,Total.>65.U,61.447,100k
Yucatan.Total,2021,Total.>65.U,93.31,100k
Zacatecas.Total,2021,Total.>65.U,71.939,100k
Aguascalientes.Total,2022,Total.>65.U,34.851,100k
Baja California.Total,2022,Total.>65.U,31.239,100k
Baja California Sur.Total,2022,Total.>65.U,40.66,100k
Campeche.Total,2022,Total.>65.U,14.369,100k
Coahuila de Zaragoza.Total,2022,Total.>65.U,29.7,100k
Colima.Total,2022,Total.>65.U,23.739,100k
Chiapas.Total,2022,Total.>65.U,5.193,100k
Chihuahua.Total,2022,Total.>65.U,29.378,100k
Ciudad de Mexico.Total,2022,Total.>65.U,29.248,100k
Durango.Total,2022,Total.>65.U,22.104,100k
Guanajuato.Total,2022,Total.>65.U,19.815,100k
Guerrero.Total,2022,Total.>65.U,15.129,100k
Hidalgo.Total,2022,Total.>65.U,12.01,100k
Jalisco.Total,2022,Total.>65.U,26.764,100k
Mexico.Total,2022,Total.>65.U,11.51,100k
Michoacan de Ocampo.Total,2022,Total.>65.U,14.186,100k
Morelos.Total,2022,Total.>65.U,23.377,100k
Nayarit.Total,2022,Total.>65.U,23.202,100k
Nuevo Leon.Total,2022,Total.>65.U,26.6,100k
Oaxaca.Total,2022,Total.>65.U,14.34,100k
Puebla.Total,2022,Total.>65.U,10.774,100k
Querétaro.Total,2022,Total.>65.U,30.192,100k
Quintana Roo.Total,2022,Total.>65.U,20.911,100k
San Luis Potosi.Total,2022,Total.>65.U,18.977,100k
Sinaloa.Total,2022,Total.>65.U,17.579,100k
Sonora.Total,2022,Total.>65.U,27.5,100k
Tabasco.Total,2022,Total.>65.U,12.719,100k
Tamaulipas.Total,2022,Total.>65.U,25.725,100k
Tlaxcala.Total,2022,Total.>65.U,8.293,100k
Veracruz de Ignacio de la Llave.Total,2022,Total.>65.U,10.771,100k
Yucatan.Total,2022,Total.>65.U,23.1,100k
Zacatecas.Total,2022,Total.>65.U,23.363,100k
Aguascalientes.Total,2020,Total.45_64.U,65.253,100k
Baja California.Total,2020,Total.45_64.U,96.898,100k
Baja California Sur.Total,2020,Total.45_64.U,52.616,100k
Campeche.Total,2020,Total.45_64.U,65.357,100k
Coahuila de Zaragoza.Total,2020,Total.45_64.U,79.482,100k
Colima.Total,2020,Total.45_64.U,44.81,100k
Chiapas.Total,2020,Total.45_64.U,24.299,100k
Chihuahua.Total,2020,Total.45_64.U,80.259,100k
Ciudad de Mexico.Total,2020,Total.45_64.U,142.013,100k
Durango.Total,2020,Total.45_64.U,60.104,100k
Guanajuato.Total,2020,Total.45_64.U,49.807,100k
Guerrero.Total,2020,Total.45_64.U,49.745,100k
Hidalgo.Total,2020,Total.45_64.U,57.947,100k
Jalisco.Total,2020,Total.45_64.U,36.695,100k
Mexico.Total,2020,Total.45_64.U,73.082,100k
Michoacan de Ocampo.Total,2020,Total.45_64.U,33.047,100k
Morelos.Total,2020,Total.45_64.U,52.433,100k
Nayarit.Total,2020,Total.45_64.U,33.096,100k
Nuevo Leon.Total,2020,Total.45_64.U,65.814,100k
Oaxaca.Total,2020,Total.45_64.U,35.693,100k
Puebla.Total,2020,Total.45_64.U,62.714,100k
Querétaro.Total,2020,Total.45_64.U,56.474,100k
Quintana Roo.Total,2020,Total.45_64.U,78.731,100k
San Luis Potosi.Total,2020,Total.45_64.U,56.713,100k
Sinaloa.Total,2020,Total.45_64.U,59.921,100k
Sonora.Total,2020,Total.45_64.U,74.416,100k
Tabasco.Total,2020,Total.45_64.U,76.526,100k
Tamaulipas.Total,2020,Total.45_64.U,54.924,100k
Tlaxcala.Total,2020,Total.45_64.U,54.377,100k
Veracruz de Ignacio de la Llave.Total,2020,Total.45_64.U,44.167,100k
Yucatan.Total,2020,Total.45_64.U,49.774,100k
Zacatecas.Total,2020,Total.45_64.U,56.588,100k
Aguascalientes.Total,2021,Total.45_64.U,57.334,100k
Baja California.Total,2021,Total.45_64.U,57.885,100k
Baja California Sur.Total,2021,Total.45_64.U,105.208,100k
Campeche.Total,2021,Total.45_64.U,58.205,100k
Coahuila de Zaragoza.Total,2021,Total.45_64.U,50.33,100k
Colima.Total,2021,Total.45_64.U,71.504,100k
Chiapas.Total,2021,Total.45_64.U,24.87,100k
Chihuahua.Total,2021,Total.45_64.U,38.199,100k
Ciudad de Mexico.Total,2021,Total.45_64.U,147.266,100k
Durango.Total,2021,Total.45_64.U,45.165,100k
Guanajuato.Total,2021,Total.45_64.U,63.81,100k
Guerrero.Total,2021,Total.45_64.U,63.203,100k
Hidalgo.Total,2021,Total.45_64.U,78.135,100k
Jalisco.Total,2021,Total.45_64.U,67.59,100k
Mexico.Total,2021,Total.45_64.U,71.911,100k
Michoacan de Ocampo.Total,2021,Total.45_64.U,72.253,100k
Morelos.Total,2021,Total.45_64.U,104.938,100k
Nayarit.Total,2021,Total.45_64.U,62.266,100k
Nuevo Leon.Total,2021,Total.45_64.U,72.007,100k
Oaxaca.Total,2021,Total.45_64.U,61.926,100k
Puebla.Total,2021,Total.45_64.U,87.838,100k
Querétaro.Total,2021,Total.45_64.U,93.366,100k
Quintana Roo.Total,2021,Total.45_64.U,69.39,100k
San Luis Potosi.Total,2021,Total.45_64.U,60.348,100k
Sinaloa.Total,2021,Total.45_64.U,59.465,100k
Sonora.Total,2021,Total.45_64.U,50.165,100k
Tabasco.Total,2021,Total.45_64.U,49.999,100k
Tamaulipas.Total,2021,Total.45_64.U,49.812,100k
Tlaxcala.Total,2021,Total.45_64.U,69.573,100k
Veracruz de Ignacio de la Llave.Total,2021,Total.45_64.U,51.104,100k
Yucatan.Total,2021,Total.45_64.U,60.884,100k
Zacatecas.Total,2021,Total.45_64.U,42.293,100k
Aguascalientes.Total,2022,Total.45_64.U,14.521,100k
Baja California.Total,2022,Total.45_64.U,12.832,100k
Baja California Sur.Total,2022,Total.45_64.U,13.921,100k
Campeche.Total,2022,Total.45_64.U,4.998,100k
Coahuila de Zaragoza.Total,2022,Total.45_64.U,11.467,100k
Colima.Total,2022,Total.45_64.U,6.984,100k
Chiapas.Total,2022,Total.45_64.U,1.765,100k
Chihuahua.Total,2022,Total.45_64.U,10.633,100k
Ciudad de Mexico.Total,2022,Total.45_64.U,12.287,100k
Durango.Total,2022,Total.45_64.U,9.785,100k
Guanajuato.Total,2022,Total.45_64.U,8.051,100k
Guerrero.Total,2022,Total.45_64.U,5.433,100k
Hidalgo.Total,2022,Total.45_64.U,6.456,100k
Jalisco.Total,2022,Total.45_64.U,7.982,100k
Mexico.Total,2022,Total.45_64.U,5.094,100k
Michoacan de Ocampo.Total,2022,Total.45_64.U,5.184,100k
Morelos.Total,2022,Total.45_64.U,8.588,100k
Nayarit.Total,2022,Total.45_64.U,4.755,100k
Nuevo Leon.Total,2022,Total.45_64.U,9.73,100k
Oaxaca.Total,2022,Total.45_64.U,5.674,100k
Puebla.Total,2022,Total.45_64.U,5.332,100k
Querétaro.Total,2022,Total.45_64.U,10.984,100k
Quintana Roo.Total,2022,Total.45_64.U,5.489,100k
San Luis Potosi.Total,2022,Total.45_64.U,8.265,100k
Sinaloa.Total,2022,Total.45_64.U,6.123,100k
Sonora.Total,2022,Total.45_64.U,9.415,100k
Tabasco.Total,2022,Total.45_64.U,5.569,100k
Tamaulipas.Total,2022,Total.45_64.U,9.934,100k
Tlaxcala.Total,2022,Total.45_64.U,3.924,100k
Veracruz de Ignacio de la Llave.Total,2022,Total.45_64.U,4.966,100k
Yucatan.Total,2022,Total.45_64.U,7.348,100k
Zacatecas.Total,2022,Total.45_64.U,8.902,100k
Aguascalientes.Total,2020,Total.25_44.U,15.577,100k
Baja California.Total,2020,Total.25_44.U,20.325,100k
Baja California Sur.Total,2020,Total.25_44.U,9.343,100k
Campeche.Total,2020,Total.25_44.U,9.89,100k
Coahuila de Zaragoza.Total,2020,Total.25_44.U,16.138,100k
Colima.Total,2020,Total.25_44.U,7.068,100k
Chiapas.Total,2020,Total.25_44.U,3.782,100k
Chihuahua.Total,2020,Total.25_44.U,18.076,100k
Ciudad de Mexico.Total,2020,Total.25_44.U,35.561,100k
Durango.Total,2020,Total.25_44.U,9.362,100k
Guanajuato.Total,2020,Total.25_44.U,9.222,100k
Guerrero.Total,2020,Total.25_44.U,8.251,100k
Hidalgo.Total,2020,Total.25_44.U,15.136,100k
Jalisco.Total,2020,Total.25_44.U,7.823,100k
Mexico.Total,2020,Total.25_44.U,19.196,100k
Michoacan de Ocampo.Total,2020,Total.25_44.U,6.34,100k
Morelos.Total,2020,Total.25_44.U,9.614,100k
Nayarit.Total,2020,Total.25_44.U,5.73,100k
Nuevo Leon.Total,2020,Total.25_44.U,12.833,100k
Oaxaca.Total,2020,Total.25_44.U,7.214,100k
Puebla.Total,2020,Total.25_44.U,13.286,100k
Querétaro.Total,2020,Total.25_44.U,9.875,100k
Quintana Roo.Total,2020,Total.25_44.U,15.409,100k
San Luis Potosi.Total,2020,Total.25_44.U,11.363,100k
Sinaloa.Total,2020,Total.25_44.U,10.416,100k
Sonora.Total,2020,Total.25_44.U,15.444,100k
Tabasco.Total,2020,Total.25_44.U,14.823,100k
Tamaulipas.Total,2020,Total.25_44.U,13.507,100k
Tlaxcala.Total,2020,Total.25_44.U,10.998,100k
Veracruz de Ignacio de la Llave.Total,2020,Total.25_44.U,8.361,100k
Yucatan.Total,2020,Total.25_44.U,8.925,100k
Zacatecas.Total,2020,Total.25_44.U,8.889,100k
Aguascalientes.Total,2021,Total.25_44.U,15.236,100k
Baja California.Total,2021,Total.25_44.U,14.367,100k
Baja California Sur.Total,2021,Total.25_44.U,42.04,100k
Campeche.Total,2021,Total.25_44.U,14.697,100k
Coahuila de Zaragoza.Total,2021,Total.25_44.U,12.526,100k
Colima.Total,2021,Total.25_44.U,23.046,100k
Chiapas.Total,2021,Total.25_44.U,5.443,100k
Chihuahua.Total,2021,Total.25_44.U,8.964,100k
Ciudad de Mexico.Total,2021,Total.25_44.U,45.157,100k
Durango.Total,2021,Total.25_44.U,12.035,100k
Guanajuato.Total,2021,Total.25_44.U,14.629,100k
Guerrero.Total,2021,Total.25_44.U,16.144,100k
Hidalgo.Total,2021,Total.25_44.U,27.651,100k
Jalisco.Total,2021,Total.25_44.U,17.75,100k
Mexico.Total,2021,Total.25_44.U,22.432,100k
Michoacan de Ocampo.Total,2021,Total.25_44.U,17.278,100k
Morelos.Total,2021,Total.25_44.U,22.959,100k
Nayarit.Total,2021,Total.25_44.U,16.304,100k
Nuevo Leon.Total,2021,Total.25_44.U,23.155,100k
Oaxaca.Total,2021,Total.25_44.U,17.156,100k
Puebla.Total,2021,Total.25_44.U,25.72,100k
Querétaro.Total,2021,Total.25_44.U,28.052,100k
Quintana Roo.Total,2021,Total.25_44.U,22.852,100k
San Luis Potosi.Total,2021,Total.25_44.U,17.526,100k
Sinaloa.Total,2021,Total.25_44.U,23.861,100k
Sonora.Total,2021,Total.25_44.U,14.455,100k
Tabasco.Total,2021,Total.25_44.U,13.982,100k
Tamaulipas.Total,2021,Total.25_44.U,18.374,100k
Tlaxcala.Total,2021,Total.25_44.U,19.266,100k
Veracruz de Ignacio de la Llave.Total,2021,Total.25_44.U,14.105,100k
Yucatan.Total,2021,Total.25_44.U,19.095,100k
Zacatecas.Total,2021,Total.25_44.U,9.581,100k
Aguascalientes.Total,2022,Total.25_44.U,3.379,100k
